"codigo_hs","product_name_en","nombre_producto_es","seccion_atlas","seccion_2_digitos","indice_de_complejidad_de_producto_icp","ranking_de_complejidad_producto","tendencia_mercado","potencial_exportador","fob_misiones","vcr_misiones","compatibilidad_con_misiones","valor_estrategico_para_misiones","indice_recuperacion_de_posiciones_misiones","indice_oportunidades_cercanas_misiones","indice_objetivos_factibles_misiones","indice_apuestas_ambiciosas_misiones","top_20_criterios_misiones","empleo","empresas","tasa_fem"
"680229","Cut slabs of stone nes","Las demas piedras de talla o de construccion","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.98099","3796","Decreció / Decreció","1336926.22404","0.00000","0.00000","1.62820","-0.11275","0","1.01909","0.67113","0.19248","","11","4","0.10498"
"680291","Worked marble, travertine","Marmol, travertinos y alabastro, excepto de talla o de construccion,","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-1.07608","3915","Decreció mucho / Decreció mucho","22093551.00273","0.00000","0.00000","0.20215","-0.17908","0","-0.00192","-0.14880","-0.28896","","11","4","0.10498"
"680292","Worked calcareous stone","Los demas piedras calizas, de talla o de constuccion.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.78481","3541","Decreció / Decreció","2173124.90437","0.00000","0.00000","0.64945","0.50935","0","0.47801","0.32757","0.22784","","11","4","0.10498"
"680293","Worked granite","Granito, de talla o de construccion.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.36963","3017","Decreció mucho / Decreció mucho","31312446.68579","0.00000","0.00000","-0.06764","-0.19142","0","-0.12260","-0.15898","-0.19884","","11","4","0.10498"
"680299","Worked monument/building stone","Las demas piedras, de talla o de construccion.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-1.08789","3928","Decreció / Decreció","4169317.08197","0.00000","0.00000","1.42959","-0.10351","0","0.87122","0.54282","0.11033","","11","4","0.10498"
"680300","Worked slate, articles","Pizarra natural trabajada y manufacturas de pizarra natural o aglomera","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.43660","3116","Decreció / Decreció","3093644.57650","0.00000","0.00000","-0.07494","-0.78671","0","-0.25346","-0.32522","-0.48565","","11","4","0.10498"
"680410","Stones for milling, grinding","Muelas para moler o desfibrar.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.12028","2629","Creció / Se mantuvo","670422.71311","0.00000","0.00000","0.08227","0.58037","0","0.16164","0.16629","0.25578","","s.d.","s.d.","0.11237"
"680421","Grindstones, of diamond","Las demas muelas y art. similares, de diamante natural o sintetico agl","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","1.24480","479","Creció mucho / Creció","8171369.95902","0.00000","0.00000","-0.44487","0.79454","0","-0.02802","0.20292","0.53528","","s.d.","s.d.","0.11237"
"680422","Grindstones, ceramics","Las demas muelas y articulos similares, de los demas abrasivos aglomer","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","1.41177","307","Creció mucho / Creció","9687479.70219","0.04748","0.00000","-0.81798","1.75044","0","-0.08132","0.27007","0.89524","","s.d.","s.d.","0.11237"
"680423","Millstones, grindstones, of natural stone","Las demas muelas y articulos similares de piedras naturales.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.14614","2674","Creció / Se mantuvo","921926.52732","0.00000","0.00000","-0.47230","0.39857","0","-0.26551","-0.18935","0.00113","","s.d.","s.d.","0.11237"
"680430","Hand sharpening/polishing stones","Piedras de afilar o de pulir a mano","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.45290","3129","Decreció / Decreció","696315.20219","0.00000","0.00000","-1.03938","-0.36747","0","-0.84635","-0.75410","-0.59040","","s.d.","s.d.","0.11237"
"680510","Abrasive powder/grain, on woven textile","Abrasivos naturales o artificiales con soporte de tejidos de materias","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","1.24118","484","Creció / Creció","7459764.89617","0.00000","0.00000","-0.00332","1.28854","0","0.37950","0.56855","0.88914","","s.d.","s.d.","0.11237"
"680520","Abrasive powder/grain, on paper/paperboard","Abrasivos naturales con soporte de papel o carton solamente","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.69015","1296","Creció / Decreció","5721004.47268","32.17856","0.00098","0.48586","0.68846","0","0.54681","0.57737","0.62810","","s.d.","s.d.","0.11237"
"680530","Abrasive powder/grain, on other material base","Abrasivos naturales o artificiales en polvo o en granulos, con soporte","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","1.10245","650","Creció mucho / Creció","10119799.63115","0.45264","0.00001","0.01959","1.65865","0","0.45569","0.64593","1.02788","","s.d.","s.d.","0.11237"
"680610","Slag wool, rock wool","Lanas de escorias de rocas y lanas minerales similares, incluso mezcla","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.89923","953","Creció mucho / Creció","13983375.45082","0.00000","0.00000","0.78601","1.06674","0","0.85348","0.87884","0.94065","","s.d.","s.d.","0.11237"
"680620","Exfoliated vermiculite, foamed slag","Vermiculita dilatada, arcilla dilatada y similares dilatados, incluso","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.61436","1428","Creció / Se mantuvo","1830176.10656","0.00000","0.00000","0.87392","0.88160","0","0.84950","0.82393","0.81249","","s.d.","s.d.","0.11237"
"680690","Mineral heat/sound insulating materials","Las demas mezclas y manufacturas de materias minerales para aislamient","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","1.46878","262","Creció / Creció","9934683.23224","0.00433","0.00000","-0.30784","0.84829","0","0.10105","0.33652","0.65658","","s.d.","s.d.","0.11237"
"680710","Asphalt, in rolls","Manufacturas de asfalto o de productos similares, en rollos.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.18346","2742","Decreció / Decreció","-4640660.34426","0.00000","0.00000","1.51236","0.34254","0","1.10881","0.88074","0.56198","","s.d.","s.d.","0.11237"
"680790","Asphalt, not in rolls","Las demas manufacturas de asfalto o de productos similares, excepto en","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.31050","1928","Decreció / Decreció","4912575.30601","0.00000","0.00000","0.55244","-0.63868","0","0.29002","0.20627","-0.04405","","s.d.","s.d.","0.11237"
"680800","Boards, of veg fibre with mineral/cement","Paneles, planchas, baldosas, bloques y articulos similares de fibras v","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.29491","1956","Creció / Creció","2672990.58197","3681.59993","0.28762","0.13412","0.96106","0","0.31559","0.37301","0.54644","","113","11","0.07531"
"680911","Plaster board, paper reinforced","Placas, paneles revestidos o reforzados exclusivamente con papel o car","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.43021","3107","Creció / Decreció","-7902357.42623","0.00000","0.00000","1.76382","-0.10980","0","1.16969","0.85661","0.37218","","113","11","0.07531"
"680919","Plaster board, reinforced nes","Las demas placas, paneles y similares, sin adornos, de yeso.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.40393","3068","Creció / Decreció","3446424.40710","0.00000","0.00000","0.46991","0.79002","0","0.44655","0.37517","0.39550","","113","11","0.07531"
"680990","Articles of plaster, not plasterboard","Las demas manufacturas de yeso o de preparaciones a base de yeso.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.52579","3230","Decreció / Decreció","924237.46721","0.00000","0.00000","0.75544","0.25917","0","0.52807","0.37513","0.21181","","113","11","0.07531"
"681011","Building blocks, bricks of cement/artificial stone","Bloques y ladrillos para la construccion, de cemento, hormigon o piedr","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.24973","2031","Decreció / Decreció","3177255.60383","1333.33333","0.07141","0.83498","0.66157","0","0.74177","0.67458","0.61063","","113","11","0.07531"
"681019","Tiles of cement, concrete","Tejas, baldosas, losas, de cemento, de hormigon o de piedras artificia","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.09426","2584","Creció mucho / Creció","6871536.83333","0.00000","0.00000","0.39912","0.75929","0","0.42181","0.39049","0.43785","","113","11","0.07531"
"681091","Prefab structural items of cement/concrete","Elementos prefabricados para la construccion o la ingenieria","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.52620","1583","Creció mucho / Creció","15986072.95902","14209.07031","0.24220","1.00212","1.04245","0","0.96259","0.91702","0.90129","","113","11","0.07531"
"681099","Articles of cement, concrete","Las demas manufacturas de cemento, de hormigon o de piedra artificial","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.18297","2740","Creció mucho / Creció mucho","29605918.46175","0.00000","0.00000","0.56121","0.52057","0","0.47866","0.40222","0.35688","","113","11","0.07531"
"681110","Corrugated sheets of asbestos/cement","Placas onduladas, de amianto-cemento, celulosa-cemento o similares","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.25332","2843","Decreció / Decreció","1036516.02186","0.00000","0.00000","0.51258","0.13502","0","0.36048","0.26501","0.15120","","113","11","0.07531"
"681120","Sheet/tile of asbestos cement, non-corrugated","Las demas placas, paneles, baldosas y similares, amianto-cemento y cel","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.49890","1633","Creció / Creció","3567825.15847","0.00000","0.00000","0.52163","0.10446","0","0.43592","0.41279","0.32822","","113","11","0.07531"
"681130","Tubes/pipes of asbestos/cellulose fibre cement","Tubos, fundas y accesorios de tuberia","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.18439","2744","Decreció / Se mantuvo","258.07923","0.00000","0.00000","-0.01727","-2.66950","0","-0.56443","-0.71375","-1.25256","","113","11","0.07531"
"681190","Articles nes of asbestos/cellulose fibre cement","Las demas manufacturas de amianto-cemento, celulosa-cemento o similare","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.70217","3446","Decreció / Decreció","1178162.93443","0.00000","0.00000","1.26327","-0.29051","0","0.75597","0.48174","0.07271","","113","11","0.07531"
"681250","Asbestos clothing, foot and headwear","Prendas y complementos de vestir, calzado y sombreria, de amianto.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.37089","3019","Creció / Creció","394367.29235","0.00000","0.00000","0.82267","0.35983","0","0.61075","0.46825","0.31600","","s.d.","s.d.","0.11237"
"681260","Asbestos paper, felt","Papel, carton y fieltro, de amianto.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.39627","3055","Se mantuvo / Se mantuvo","35478.84699","0.00000","0.00000","0.02565","-0.33594","0","-0.08886","-0.14913","-0.24255","","s.d.","s.d.","0.11237"
"681270","Compressed asbestos fibre jointing","Hojas de amianto y elastomeros, comprimidos para juntas, incluso prese","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.22364","2800","Decreció / Decreció","135645.81967","0.00000","0.00000","-0.96373","-0.90229","0","-0.87743","-0.80035","-0.75106","","s.d.","s.d.","0.11237"
"681290","Asbestos fabricated products","Las demas manufacturas de amianto","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.05338","2379","Decreció / Decreció","499581.26230","0.00000","0.00000","-0.80742","0.28356","0","-0.50314","-0.36251","-0.10128","","s.d.","s.d.","0.11237"
"681310","Asbestos brake linings & pads","Guarniciones para frenos, a base de amianto, de otras sustancias miner","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.06113","2360","Decreció / Decreció","5046838.09563","0.00000","0.00000","0.80665","0.70059","0","0.71089","0.63103","0.57255","","s.d.","s.d.","0.11237"
"681390","Asbestos friction material, not brakes","Cintas de frenos (incluye: revestimientos de embragues)","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.17598","2185","Creció / Decreció","3272216.25683","0.00000","0.00000","-0.53407","0.30677","0","-0.29490","-0.18185","0.02182","","s.d.","s.d.","0.11237"
"681410","Mica plates, sheets & strips","Placas, hojas y bandas de mica aglomerada o reconstituida,incluso con","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.99827","815","Creció / Se mantuvo","1332808.15574","0.00000","0.00000","-0.46879","0.66245","0","-0.09583","0.10743","0.40703","","s.d.","s.d.","0.11237"
"681490","Worked mica, not sheets","Las demas manufacturas de mica.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.40804","1764","Decreció / Decreció","405402.45355","0.00000","0.00000","-0.44761","0.30009","0","-0.21251","-0.08956","0.10277","","s.d.","s.d.","0.11237"
"681510","Graphite or other carbon articles, non-electrical","Manufacturas de grafito o de otros carbonos para usos distinto de los","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","1.11478","640","Creció mucho / Creció mucho","34666730.46721","0.26476","0.00000","-0.45813","0.72987","0","-0.06324","0.15345","0.46969","","s.d.","s.d.","0.11237"
"681520","Articles of peat","Manufacturas de turba.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.34849","1869","Decreció / Decreció","216566.11202","0.00000","0.00000","0.88976","0.10050","0","0.67778","0.58419","0.39927","","s.d.","s.d.","0.11237"
"681591","Magnesite, dolomite or chromite articles","Las demas manufacturas que contengan magnesita, dolomita o cromita.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.40008","1782","Creció / Creció","4331168.56557","0.00000","0.00000","-0.03187","-0.74602","0","-0.13151","-0.12402","-0.24525","","0","0","0.09736"
"681599","Stone or other mineral articles","Las demas manufacturas de piedra o de otras materias minerales","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.03969","2398","Creció mucho / Creció mucho","10483359.10383","0.00000","0.00000","0.04240","0.54826","0","0.14330","0.16832","0.26936","","s.d.","s.d.","0.11237"
"690100","Bricks, ceramic goods of siliceous earths","Ladrillos, losas, baldosas y otras piezas ceramicas de harinas silicea","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.89268","3692","Creció / Creció","1503187.46175","0.00000","0.00000","0.94224","0.51930","0","0.67416","0.46952","0.29319","","0","0","0.09736"
"690210","Refractory bricks, >50% Mg, Ca or Cr as oxid","Ladrillos, losas y piezas refractarias con un contenido de los element","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.22007","2099","Creció mucho / Creció","12665380.49454","0.00000","0.00000","0.00675","0.36558","0","0.09985","0.13912","0.22156","","0","0","0.09736"
"690220","Refractory bricks, >50% alumina, silica","Ladrillos refractarios con contenido de alumina silice o de una mezcla","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.25737","2017","Creció / Creció","9762661.06831","0.00000","0.00000","-0.12405","1.26405","0","0.19171","0.29926","0.59595","","0","0","0.09736"
"690290","Refractory bricks nes","Los demas ladrillos, losas y similar, de ceramica, refractarias.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.05539","2375","Creció / Se mantuvo","4304446.24317","0.00000","0.00000","0.18614","1.55110","0","0.44606","0.50123","0.76768","","0","0","0.09736"
"690310","Refractory ceramic articles, >50% carbon","Los demas articulos ceramicos refractarios con un contenido de grafito","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","1.23636","487","Creció / Creció","791973.84699","0.00000","0.00000","-0.55094","0.97440","0","-0.06714","0.18785","0.58229","","0","0","0.09736"
"690320","Refractory ceramic articles, >50% alumina/silica","Los demas art.ceramicos refractarios con un contenido de alumina o de","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","1.06670","695","Creció / Decreció","7620753.91530","0.00000","0.00000","-0.65853","1.95958","0","0.03762","0.34105","0.95093","","0","0","0.09736"
"690390","Refractory ceramic articles nes","Los demas articulos ceramicos refractarios","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.43005","1734","Decreció / Decreció","4894703.21858","0.00000","0.00000","-0.46449","1.49987","0","0.01784","0.20551","0.64311","","0","0","0.09736"
"690410","Building bricks","Ladrillos de construccion, de ceramica","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.27284","2872","Creció / Decreció","3123623.39344","0.00000","0.00000","1.11498","0.00596","0","0.75440","0.56016","0.26897","","269","24","0.06217"
"690490","Ceramic flooring blocks, tiles","Bovedillas, cubrevigas y articulos similares, de ceramica.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-1.07473","3913","Decreció / Decreció","4468171.20765","0.00000","0.00000","0.13601","-0.68261","0","-0.14879","-0.31079","-0.53505","","269","24","0.06217"
"690510","Ceramic roofing tiles","Tejas ceramicas.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.04207","2393","Decreció / Decreció","3796416.93169","0.00000","0.00000","0.40653","0.79968","0","0.44872","0.43193","0.49233","","269","24","0.06217"
"690590","Ceramic construction items, chimney pots","Los demas ornamentos arquitectonicos y productos ceramicos de construc","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.00149","2453","Decreció / Decreció","498386.03279","0.00000","0.00000","0.80495","0.76611","0","0.71684","0.63455","0.58661","","269","24","0.06217"
"690600","Ceramic pipes, guttering & fittings","Tubos, canalones y accesorios de tuberia, de ceramica.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.67667","1317","Decreció / Decreció","606779.25956","0.00000","0.00000","-0.29784","-0.18521","0","-0.17787","-0.07478","-0.00353","","269","24","0.06217"
"690710","Unglazed ceramic tiles, <7cm wide","Baldosas, cubos, dados y articulos similares de cualquier forma en los","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.84390","3627","Decreció mucho / Decreció","3719502.89071","0.00000","0.00000","-0.95291","-0.36733","0","-0.82490","-0.78472","-0.66215","","269","24","0.06217"
"690790","Unglazed ceramic tiles, >7cm wide","Las demas baldosas y losas de ceramicas","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.88811","3685","Creció mucho / Creció mucho","112569935.46994","0.04007","0.00000","0.48903","0.36882","0","0.32727","0.18355","0.09065","","269","24","0.06217"
"690810","Glazed ceramic tiles, <7cm wide","Baldosas, cubos, dados y articulos similares de cualquier forma en los","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-1.34549","4172","Decreció mucho / Decreció mucho","1130694.92350","0.00000","0.00000","1.01555","-0.39013","0","0.49831","0.19192","-0.20727","","269","24","0.06217"
"690890","Glazed ceramic tiles, >7cm wide","Las demas baldosas y azulejos esmaltados (revestimientos ceramicos)","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-1.20622","4033","Decreció mucho / Decreció mucho","4285098.46995","0.00000","0.00000","1.07913","-0.11081","0","0.61261","0.32458","-0.02768","","269","24","0.06217"
"690911","Porcelain laboratory & technical use","Aparatos y articulos usos quimico o usos tecnicos, de porcelana.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","1.40396","309","Creció / Creció","3746852.74863","0.00000","0.00000","-0.40328","-1.20651","0","-0.38320","-0.24264","-0.31292","","s.d.","s.d.","0.09183"
"690919","Ceramic laboratory & technical ware","Los demas aparatos y articulos de ceramica para uso quimico u otros us","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","1.18236","560","Creció mucho / Creció mucho","32799085.98361","0.00000","0.00000","-0.85594","0.31782","0","-0.41736","-0.15484","0.18183","","s.d.","s.d.","0.09183"
"690990","Ceramic troughs, pots","Abrevaderos, pilas y recipientes similares, usos rural, transport, de","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.63776","1383","Creció / Se mantuvo","403051.66393","0.00000","0.00000","0.41917","1.21335","0","0.59987","0.66143","0.83120","","s.d.","s.d.","0.09183"
"691010","Porcelain bathroom, kitchen fixtures","Fregaderos, lavabos, baneras y similares, de porcelana.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.85948","3646","Creció mucho / Creció mucho","45335599.97541","0.00000","0.00000","-0.09186","-0.41172","0","-0.23259","-0.32535","-0.42770","","s.d.","s.d.","0.09183"
"691090","Ceramic bathroom, kitchen fixtures","Los demas fregaderos, lavabos, baneras y similares","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.56400","3273","Creció / Decreció","10585760.31967","0.00000","0.00000","1.30779","0.18432","0","0.89592","0.65256","0.33428","","s.d.","s.d.","0.09183"
"691110","Tableware & kitchenware, of porcelain/china","Articulos para el servicio de mesa o de cocina de porcelana","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.76357","3510","Creció mucho / Creció mucho","41027143.60656","2.88982","0.00002","-0.60466","-0.43488","0","-0.58659","-0.59400","-0.56799","","s.d.","s.d.","0.09183"
"691190","Household/toilet articles, of porcelain/china","Los demas articulos de uso domestico, de higiene o de tocador, de porc","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.71848","3463","Decreció / Decreció","1918380.61475","0.00000","0.00000","-0.50446","-0.02570","0","-0.43011","-0.42757","-0.34252","","s.d.","s.d.","0.09183"
"691200","Ceramic housewares","Vajilla y demas articulos de uso doméstico, de higiene o de tocador, d","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.38381","3035","Creció / Decreció","13381685.69672","15.82421","0.00026","-0.60871","0.08296","0","-0.44789","-0.39082","-0.24124","","s.d.","s.d.","0.09183"
"691310","Porcelain/china statuettes & ornaments","Estatuillas y demas objetos de adorno de porcelana","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.42359","3097","Decreció mucho / Decreció","6900551.26230","6.74480","0.00026","-1.09262","-1.72462","0","-1.15211","-1.11681","-1.20976","","s.d.","s.d.","0.09183"
"691390","Ceramic statuettes, ornaments","Estatuillas y demas objetos de adorno de ceramica, excepto los de porc","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.37984","3028","Creció / Decreció","7140304.55191","0.00000","0.00000","-0.29577","0.22583","0","-0.19986","-0.18219","-0.08207","","s.d.","s.d.","0.09183"
"691410","Articles of porcelain/china, nes","Las demas manufacturas de porcelana.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.33877","2965","Creció / Creció","2807628.78415","0.00000","0.00000","-1.53295","-1.56013","0","-1.41897","-1.30091","-1.24664","","s.d.","s.d.","0.09183"
"691490","Articles of ceramics, nes","Las demas manufacturas de materias ceramicas.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.10018","2595","Creció / Creció","7199040.81421","20.00000","0.00064","-0.56420","1.03542","0","-0.19788","-0.07149","0.27163","","s.d.","s.d.","0.09183"
"700100","Glass cullet, waste, in the mass","Desperdicios y desechos de vidrios; vidrio en masa","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.64255","3379","Creció / Creció","1223508.73770","0.00000","0.00000","1.81316","-0.41128","0","1.12270","0.76591","0.19824","","s.d.","s.d.","0.08530"
"700210","Glass balls, not microspheres","Bolas de vidrio, sin trabajar.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.86207","1001","Creció / Se mantuvo","270481.54372","0.00000","0.00000","-0.58349","0.50682","0","-0.22087","-0.02180","0.26854","","s.d.","s.d.","0.08530"
"700220","Glass tubes, unworked","Barras o varillas, de vidrio, sin trabajar.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","1.06316","705","Decreció / Decreció","4387356.51366","0.00000","0.00000","-1.24174","-0.39094","0","-0.84109","-0.56806","-0.28265","","s.d.","s.d.","0.08530"
"700231","Tubes of fused quartz/other silica","Tubos, de cuarzo o de otras silices fundidos.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","1.87940","64","Decreció / Decreció","4133305.66120","0.00000","0.00000","-0.58957","-0.62952","0","-0.35066","-0.10576","0.00969","","s.d.","s.d.","0.08530"
"700232","Pyrex, tubes of low expansion glass","Tubos, de otros vidrios coeficiente dilatac. inf 5x10-6 por kelvin, en","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.80216","1111","Creció / Creció","1272747.96995","0.00000","0.00000","-0.34133","-1.26327","0","-0.41137","-0.34312","-0.47033","","s.d.","s.d.","0.08530"
"700239","Glass tubes, not low expansion","Los demas tubos de vidrio.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","1.06062","714","Creció / Decreció","2083467.38251","0.00000","0.00000","-1.13410","1.69065","0","-0.34968","0.01103","0.68572","","s.d.","s.d.","0.08530"
"700311","Cast glass sheet, coloured/opaque","Hoja de vidrio fundido, coloreada/opaca","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.05377","2531","Decreció / Decreció","-114918.25137","0.00000","0.00000","0.66201","0.98970","0","0.65597","0.60078","0.63053","","s.d.","s.d.","0.08530"
"700319","Cast glass sheet, non-wired, clear","Placas y hojas, sin armar, de vidrio colado. las demas.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","1.57562","177","Creció mucho / Creció mucho","14875886.87158","0.00000","0.00000","-2.36964","-1.06710","0","-1.71461","-1.25495","-0.79718","","s.d.","s.d.","0.08530"
"700320","Cast glass sheet, wired","Placas y hojas, armadas, de vidrio colado.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.31417","2937","Decreció / Decreció","56830.60929","0.00000","0.00000","0.92575","-0.14622","0","0.58736","0.40977","0.13338","","s.d.","s.d.","0.08530"
"700330","Cast glass profiles","Perfiles de vidrio colado.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.23199","2070","Decreció / Decreció","263687.04918","0.00000","0.00000","0.35083","0.67533","0","0.40385","0.40819","0.46715","","s.d.","s.d.","0.08530"
"700410","Drawn glass in sheets, coloured/opaque","Vidrio dibujado en sábanas, coloreadas/opacas","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.68432","1305","Decreció / Decreció","268098.00546","0.00000","0.00000","-1.28299","1.27668","0","-0.57433","-0.24961","0.36069","","s.d.","s.d.","0.08530"
