"codigo_hs","product_name_en","nombre_producto_es","seccion_atlas","seccion_2_digitos","indice_de_complejidad_de_producto_icp","ranking_de_complejidad_producto","tendencia_mercado","potencial_exportador","fob_corrientes","vcr_corrientes","compatibilidad_con_corrientes","valor_estrategico_para_corrientes","indice_recuperacion_de_posiciones_corrientes","indice_oportunidades_cercanas_corrientes","indice_objetivos_factibles_corrientes","indice_apuestas_ambiciosas_corrientes","top_20_criterios_corrientes","empleo","empresas","tasa_fem"
"900640","Instant print cameras","Aparatos fotograficos con autorrevelado.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.44277","1709","Creció mucho / Creció","3622028.05738","0.00000","0.00000","-1.12596","-0.46515","0","-0.83693","-0.65937","-0.43641","","s.d.","s.d.","0.30176"
"900651","Cameras, single lens, roll film <=35mm","Los demas aparatos fotograficos, con visor reflexion a traves del obje","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.83824","1049","Decreció / Decreció","205820.28142","0.00000","0.00000","-0.67264","0.19592","0","-0.34784","-0.14201","0.09594","","s.d.","s.d.","0.30176"
"900652","Cameras for roll film w<35mm","Los demas aparatos fotograficos, p. peliculas en rollo ancho inf. a 35","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.12398","2272","Decreció / Decreció","71137.00273","0.00000","0.00000","-0.13487","0.32324","0","-0.01737","0.06429","0.13599","","s.d.","s.d.","0.30176"
"900653","Cameras for 35mm roll film","Los demas aparatos fotograficos p. peliculas en rollo ancho igual a 35","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.32038","394","Decreció / Decreció","453686.63115","0.00000","0.00000","-1.01845","1.77137","0","-0.22660","0.30881","0.82168","","s.d.","s.d.","0.30176"
"900661","Photographic flashlight apparatus","Aparatos con tubo de descarga para la produccion de destellos (flashes","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.30419","411","Creció / Se mantuvo","1838641.70765","0.00000","0.00000","-1.52432","0.44239","0","-0.84813","-0.41169","0.06783","","s.d.","s.d.","0.30176"
"900669","Photographic flashlight apparatus, nes","Los demas aparatos y dispositivos para produccion de destellos en foto","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","-0.03989","2517","Decreció / Decreció","665637.03825","0.00000","0.00000","-0.64462","-0.51019","0","-0.55726","-0.50686","-0.43294","","s.d.","s.d.","0.30176"
"900699","Parts/accessories for flashlights/bulbs","Las demas partes y accesorios de aparatos y dispositivos p. producc. d","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.11443","2285","Decreció / Decreció","1461011.09016","0.00000","0.00000","-0.63658","0.38188","0","-0.35779","-0.16747","0.00948","","s.d.","s.d.","0.30176"
"630229","Bed linen, of material nes, printed, not knit","Las demas ropas de cama, estampadas de las demas materias textiles","Textiles"," XI Textiles y artículos textiles","-1.31661","4147","Decreció / Decreció","644616.43169","0.00000","0.00000","1.23984","-0.11205","0","0.71382","0.38321","-0.00762","","s.d.","s.d.","0.22611"
"900729","Cinematographic projectors for film of w >16mm","Proyectores cinematográficos para la película de W> 16 mm","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.19872","2145","Decreció / Decreció","1123395.89891","0.00000","0.00000","-0.93444","-0.28805","0","-0.69185","-0.53823","-0.36028","","s.d.","s.d.","0.30176"
"900791","Parts and accessories for cinematographic cameras","Partes y accesorios de camaras cinematograficas.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.66237","1345","Decreció / Decreció","2284560.27322","0.00000","0.00000","0.09924","0.13828","0","0.16336","0.19738","0.25759","","s.d.","s.d.","0.30176"
"900792","Parts and accessories for cinematographic projectors","Partes y accesorios de proyectores cinematograficos.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.88643","972","Decreció / Decreció","736958.87978","0.00000","0.00000","-1.14780","0.64366","0","-0.58608","-0.21565","0.16692","","s.d.","s.d.","0.30176"
"900830","Image projectors, except slide/microform","Los demas proyectores de imagen fija","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.49454","1642","Creció / Creció","2069533.32240","0.00000","0.00000","-0.82660","0.68970","0","-0.39123","-0.09772","0.18602","","s.d.","s.d.","0.30176"
"900840","Photographic enlargers and reducers, other than cine","Ampliadores o reductoras, fotograficas.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","-0.75414","3496","Decreció / Decreció","94.03552","0.00000","0.00000","0.00328","-3.58328","0","-0.78978","-1.36563","-1.80003","","s.d.","s.d.","0.30176"
"900890","Parts and accessories of image projectors, non-cine","Partes y accesorios de proyectores de imagen fija; de ampliadoras o re","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.73359","1225","Decreció / Decreció","649392.69126","0.00000","0.00000","-0.60162","0.68631","0","-0.21051","0.04944","0.31175","","s.d.","s.d.","0.30176"
"900911","Electrostatic photo-copyers, direct process","Fotocopiadoras electrostaticas, con reproduccion directa del original.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.96369","48","Decreció / Se mantuvo","3644.10929","0.00000","0.00000","-1.65666","-1.08818","0","-1.18093","-0.91464","-0.49576","","s.d.","s.d.","0.18970"
"900921","Photo-copying equipment with an optical system, nes","Las demas fotocopiadoras opticas.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.80789","1098","Decreció / Se mantuvo","468.95902","0.00000","0.00000","-0.50568","-1.85817","0","-0.64482","-0.78202","-0.78591","","s.d.","s.d.","0.18970"
"900990","Parts and accessories for photo-copying apparatus","Partes y accesorios de fotocopiadoras","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.01584","782","Decreció / Decreció","3806.93443","0.00000","0.00000","-1.35523","-1.08461","0","-1.06400","-0.90485","-0.64068","","s.d.","s.d.","0.18970"
"901010","Equipment for automatic development of photo film","Aparatos y material para revelado automatico de peliculas fotograficas","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.80502","1104","Decreció / Decreció","398551.00273","0.00000","0.00000","-0.32789","1.23720","0","0.09842","0.38983","0.65963","","s.d.","s.d.","0.30176"
"901020","Equipment for photographic laboratories nes","Equipo para laboratorios fotográficos otros","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","2.24185","13","Creció mucho / Creció mucho","287016220.75137","0.00000","0.00000","-1.26419","-0.86824","0","-0.83439","-0.59970","-0.20950","","s.d.","s.d.","0.30176"
"901030","Projection screens","Pantallas de proyección","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.93906","898","Decreció / Decreció","1577133.75410","0.00000","0.00000","-0.77417","1.55512","0","-0.13699","0.29806","0.70232","","s.d.","s.d.","0.30176"
"901090","Parts and accessories for photo laboratory equipment","Partes y accesorios de aparatos y material p. laborat. fotograf. o cin","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.41570","1752","Decreció / Decreció","792210.66120","0.00000","0.00000","-0.00707","0.20941","0","0.07850","0.13211","0.19604","","s.d.","s.d.","0.30176"
"901110","Stereoscopic microscopes","Microscopios estereoscopicos.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.23079","2073","Decreció mucho / Decreció mucho","6102070.62295","0.00000","0.00000","-1.27774","-1.88522","0","-1.24838","-1.26408","-1.17397","","s.d.","s.d.","0.30176"
"901120","Microscopes, for photomicrography","Los demas microscopios para microfotografia, microcinematografia o mic","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.01174","789","Creció / Creció","971129.68579","0.00000","0.00000","-0.71337","0.55992","0","-0.28620","-0.00895","0.29089","","s.d.","s.d.","0.30176"
"901190","Parts and accessories for optical microscopes","Partes y accesorios de microscopios opticos.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.20574","538","Creció / Creció","4333037.26503","0.00000","0.00000","-0.99567","-0.05843","0","-0.58808","-0.33743","-0.02356","","s.d.","s.d.","0.30176"
"901210","Microscopes except optical, diffraction apparatus","Microscopios, excepto los opticos, y difractografos.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.67161","126","Creció mucho / Creció mucho","14046303.82240","0.00000","0.00000","-1.23220","-1.03635","0","-0.90265","-0.72808","-0.41811","","s.d.","s.d.","0.15576"
"901290","Parts and accessories for non-optical microscopes, et","Partes y accesorios de microscopios, excepto los opticos y de difracto","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","2.09881","24","Creció / Creció","5238359.54372","0.00000","0.00000","-1.21925","0.22394","0","-0.59880","-0.21642","0.25970","","s.d.","s.d.","0.15576"
"901320","Lasers, other than laser diodes","Laseres, excepto los diodos laser.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.61966","148","Creció mucho / Creció mucho","45561170.84699","0.00000","0.00000","-1.14601","0.29489","0","-0.58126","-0.22684","0.19381","","s.d.","s.d.","0.30176"
"901390","Parts and accessories of optical appliances nes","Partes y accesorios de los demas dispositivos, aparatos e instrumentos","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.44531","1703","Decreció mucho / Decreció mucho","39580854.41530","0.00000","0.00000","-0.95945","-0.03371","0","-0.63383","-0.42473","-0.19168","","s.d.","s.d.","0.30176"
"901410","Direction finding compasses","Brujulas, incluidos los compases de navegacion.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.27635","451","Decreció mucho / Decreció","1448918.62568","0.00000","0.00000","-0.75200","0.90461","0","-0.21784","0.13207","0.50056","","s.d.","s.d.","0.15576"
"901600","Balances, >=50 milligram sensitivity","Balanzas sensible a un peso inferior o igual a 5 cg, incluso con pesas","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.54744","207","Creció / Decreció","2919195.01366","0.00000","0.00000","-1.54046","-1.44343","0","-1.21226","-1.04331","-0.72482","","s.d.","s.d.","0.15576"
"901710","Drafting tables","Mesas y maquinas para dibujar, incluso automaticas.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.63258","1392","Decreció / Decreció","257998.97814","0.00000","0.00000","-0.45862","1.41042","0","0.02431","0.35922","0.65524","","s.d.","s.d.","0.15576"
"901820","Ultra-violet or infra-red ray apparatus","Aparatos de rayos ultravioletas o infrarrojos.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.72236","1245","Creció / Creció","2366411.20219","0.00000","0.00000","-0.06818","0.10625","0","0.04576","0.11145","0.20795","","s.d.","s.d.","0.19696"
"901841","Dental drill engines","Tornos dentales, incluso con otros equipos dentales sobre basamento co","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.38682","327","Creció / Creció","3165088.63661","0.00000","0.00000","-1.20169","0.99699","0","-0.50310","-0.04387","0.43485","","s.d.","s.d.","0.19696"
"901849","Dentistry instruments & appliances","Los demas instrumentos y aparatos de odontologia.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.40314","310","Creció mucho / Creció mucho","29503453.22951","0.00000","0.00000","-0.53935","0.95304","0","-0.04662","0.27436","0.61785","","s.d.","s.d.","0.19696"
"902111","Artificial joints","Protesis articulares","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.53289","214","Creció mucho / Creció mucho","65890458.21038","0.00000","0.00000","-0.63281","-0.06874","0","-0.30343","-0.11053","0.16245","","s.d.","s.d.","0.19696"
"902119","Orthopaedic/fracture appliances","Los demas aparatos de ortopedia o para fracturas.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.58463","1471","Creció mucho / Creció mucho","62121740.57377","0.00000","0.00000","-0.35170","-0.34051","0","-0.25583","-0.20733","-0.11258","","s.d.","s.d.","0.19696"
"902121","Artificial teeth","Dientes artificiales","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.04439","2387","Creció mucho / Creció","5525121.79781","0.00000","0.00000","-0.18174","0.06184","0","-0.11041","-0.06256","-0.01559","","s.d.","s.d.","0.19696"
"902129","Dental fittings","Los demas articulos y aparatos de protesis dental.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.13721","613","Creció mucho / Creció mucho","21616089.36339","0.00000","0.00000","-0.62540","0.83547","0","-0.15697","0.15029","0.47264","","s.d.","s.d.","0.19696"
"902140","Hearing aids","Audifonos, con exclusion de las partes y accesorios.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.63784","1382","Creció mucho / Creció mucho","25807640.54645","0.00000","0.00000","-0.33891","-0.67061","0","-0.30757","-0.30849","-0.24399","","s.d.","s.d.","0.19696"
"902211","Medical X-ray apparatus","Aparato de rayos X","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","2.03820","32","Creció mucho / Creció mucho","65787274.10383","0.00000","0.00000","-1.14477","0.82490","0","-0.43254","0.02206","0.53732","","s.d.","s.d.","0.19696"
"902221","Medical device using alpha/beta/gamma radiation","Aparatos que utilicen radiaciones alfa, beta o gama, para uso medico,","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.75930","92","Creció / Creció","2854696.25683","0.00000","0.00000","-1.03874","0.10871","0","-0.52944","-0.21743","0.17712","","s.d.","s.d.","0.19696"
"902229","Non-medical device, alpha/beta/gamma radiation","Aparatos que utilicen radiaciones para otros usos.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.23583","2058","Se mantuvo / Decreció","2431239.54918","0.00000","0.00000","-0.16867","0.08799","0","-0.07688","-0.01816","0.04795","","s.d.","s.d.","0.19696"
"902230","X-ray tubes","Tubos de rayos x","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.65031","135","Creció / Creció","10865552.49454","0.00000","0.00000","-0.86179","0.68610","0","-0.30100","0.05679","0.46278","","s.d.","s.d.","0.19696"
"902490","Parts/accessories of material testing equipment","Partes y accesorios de maquinas y aparatos para ensayos de propiedades","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.35708","355","Creció / Decreció","3320605.28142","0.00000","0.00000","-0.75258","0.47198","0","-0.29670","-0.00753","0.32589","","s.d.","s.d.","0.15576"
"902511","Thermometers, liquid-filled","Termometros sin combinar con otros instrumentos, de liquido, con lectu","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.29657","424","Decreció / Decreció","884541.88251","0.00000","0.00000","-1.13171","1.04029","0","-0.45448","-0.00727","0.45276","","s.d.","s.d.","0.15576"
"902820","Liquid supply/calibration meters","Contadores de liquidos.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.49698","1637","Decreció / Decreció","7998966.01093","0.00000","0.00000","-0.12565","1.26596","0","0.21494","0.45481","0.65623","","s.d.","s.d.","0.15576"
"902830","Electricity supply, calibration meters","Contadores de electricidad.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","-0.40493","3071","Creció mucho / Creció mucho","24199509.40984","0.00000","0.00000","0.49465","0.16625","0","0.33901","0.24477","0.12197","","s.d.","s.d.","0.15576"
"910111","Wrist-watch, precious metal, battery, with hands","Relojes pulsera, de pilas, con indicador mecanico, caja metal precioso","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.47315","1667","Decreció mucho / Decreció mucho","22639397.99180","0.00000","0.00000","0.13234","-0.30797","0","0.07836","0.02935","0.01940","","0","0","0.12582"
"910119","Wrist-watch, precious metal, battery, other","Los demas relojes de pulsera, de pilas o acumulador, caja metal precio","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.09508","2306","Decreció / Decreció","4299436.07104","0.00000","0.00000","0.32440","0.06801","0","0.25019","0.20026","0.15169","","0","0","0.12582"
"910121","Wrist-watch, precious metal, automatic wound","Los demas relojes de pulsera, con contador de tiempo, automaticos.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.62391","146","Decreció mucho / Decreció mucho","50773100.10383","0.00000","0.00000","-1.48129","-0.82799","0","-1.04011","-0.78686","-0.41101","","0","0","0.12582"
"910129","Wrist-watch, precious metal, hand wound","Los demas relojes de pulsera, con caja metales preciosos o chapados.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.50956","228","Decreció mucho / Decreció mucho","16600393.86612","0.00000","0.00000","-1.41409","-1.75733","0","-1.19037","-1.09567","-0.83763","","0","0","0.12582"
"910191","Pocket-watch, precious-metal case, battery","Relojes de bolsillo y similares, de pilas o de acumulador.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.70333","1273","Decreció / Decreció","337119.99180","0.00000","0.00000","-0.36781","0.37654","0","-0.11183","0.05338","0.23493","","0","0","0.12582"
"910199","Pocket-watch, precious-metal case, non-battery","Relojes bolsillo y similar, con caja metales precioso o de chapados.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.56286","1515","Decreció / Decreció","1440439.25137","0.00000","0.00000","-0.10918","0.20444","0","0.02075","0.10140","0.19996","","0","0","0.12582"
"910212","Wrist-watch, base-metal case, battery, opto/electric","Relojes de pulsera, de pilas, con indicador optoelectronico solamente.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","-0.19418","2761","Decreció mucho / Decreció mucho","5651073.06284","0.00000","0.00000","-0.08707","-0.51428","0","-0.18323","-0.25266","-0.30610","","0","0","0.12582"
"910221","Wrist-watch, base-metal case, automatic wound","Los demas relojes de pulsera, automaticos, incluso con contador de tie","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.55691","201","Creció mucho / Creció","84193781.58743","0.00000","0.00000","-1.50909","-2.36171","0","-1.37301","-1.34761","-1.12627","","0","0","0.12582"
"910229","Wrist-watch, base-metal case, hand wound","Los demas relojes de pulsera, excepto automaticos.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.21566","2110","Creció mucho / Creció","7856351.66940","0.00000","0.00000","-0.30967","-0.37117","0","-0.26944","-0.25240","-0.20601","","0","0","0.12582"
"910299","Pocket-watch, base-metal case, non-battery","Los demas relojes de bolsillo y similares, excepto de pilas o acumulad","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.40028","1781","Creció / Se mantuvo","3136910.55191","0.00000","0.00000","-0.59734","-0.20594","0","-0.41930","-0.31071","-0.17180","","0","0","0.12582"
"910310","Clocks, with hands battery","Despertadores y demas relojes con pequeno mecanismo de relojeria, de p","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.73054","1233","Creció / Creció","441671.33060","0.00000","0.00000","-0.89505","1.19114","0","-0.31525","0.07895","0.45013","","0","0","0.12582"
"910390","Clocks, with hands nes","Los demas despertadores y relojes con pequeno mecanismo de relojeria.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","-0.03418","2502","Creció / Creció","446023.96448","0.00000","0.00000","-0.34395","-0.49712","0","-0.34361","-0.35110","-0.33544","","0","0","0.12582"
"910400","Panel clocks for vehicles/aircraft","Relojes de tablero de instrumentos y relojes similares para automovile","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.80324","1108","Creció / Creció","1062277.85519","0.00000","0.00000","-0.96369","0.25306","0","-0.54365","-0.27279","0.02558","","0","0","0.12582"
"910511","Alarm clocks, battery","Despertadores, de pila, de acumulador o con conexion a la red electric","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.43959","1715","Decreció / Decreció","1979687.12568","0.00000","0.00000","-1.78756","-1.89384","0","-1.58610","-1.49068","-1.27860","","0","0","0.12582"
"910519","Alarm clocks, non-electric","Los demas relojes despertadores, excepto los que lleven pequeno mecani","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.47699","1661","Decreció / Decreció","174277.21311","0.00000","0.00000","-1.00082","0.21206","0","-0.61046","-0.35464","-0.08557","","0","0","0.12582"
"910529","Wall clocks, non-electric","Los demas relojes de pendulo y de pared, excepto con pequeno mecanismo","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.04488","2386","Decreció / Decreció","552475.40164","0.00000","0.00000","-0.47287","1.05277","0","-0.11597","0.13877","0.34311","","0","0","0.12582"
"910599","Clocks, nes, non-electric","Los demas relojes, excepto los que lleven pequeno mecanismo.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.53246","1570","Creció / Se mantuvo","603571.37978","0.00000","0.00000","-1.00306","-0.22870","0","-0.69464","-0.50171","-0.27072","","0","0","0.12582"
"910610","Time-registers, time-recorders","Registradores de asistencia; fechadores y contadores, con mecanismo re","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.33951","1882","Creció / Se mantuvo","1008773.57923","0.00000","0.00000","-0.99484","0.19630","0","-0.62318","-0.37779","-0.12524","","0","0","0.12582"
"910811","Watch movements, battery mechanical display","Pequenos mecanismo relojeria,completos y montados,de pilas o de acumul","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.76161","91","Decreció mucho / Decreció mucho","5137823.68306","0.00000","0.00000","-1.90132","-1.81595","0","-1.51795","-1.32200","-0.94717","","0","0","0.12582"
"910812","Watch movement, battery, opto-electric display","Pequeno mecanismo relojeria,completos montados,de pilas o de acumulado","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.99968","811","Creció / Se mantuvo","185363.14481","0.00000","0.00000","-1.99834","-1.23255","0","-1.54538","-1.28061","-0.90423","","0","0","0.12582"
"910819","Watch movement, battery nes","Los demas pequenos mecanismos de relojeria, completos,montados,de pila","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.37877","336","Decreció / Decreció","184595.69126","0.00000","0.00000","-1.76624","-0.19610","0","-1.13771","-0.74494","-0.27343","","0","0","0.12582"
"910820","Watch movements, auto-winding","Pequenos mecanismos de relojeria,completos y montados, automaticos.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.77217","88","Decreció / Decreció","2243079.04372","0.00000","0.00000","-1.96088","-1.25787","0","-1.44698","-1.15487","-0.71127","","0","0","0.12582"
"910899","Watch movements, nes","Los demas pequenos mecanismos de relojeria,completos y montados.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","1.09503","663","Creció / Se mantuvo","699004.23224","0.00000","0.00000","-1.62535","-0.67380","0","-1.16300","-0.88425","-0.51706","","0","0","0.12582"
"910919","Clock movements, battery nes","Los demas mecanismos de relojeria, completos,montados,de pilas, de acu","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","-0.53913","3246","Decreció / Decreció","280690.29508","0.00000","0.00000","-0.45381","-0.50994","0","-0.47357","-0.48625","-0.50040","","0","0","0.12582"
"910990","Clock movements, non-battery","Los demas mecanismos de relojeria,completos y montados,excep.pequenos","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","-0.28025","2881","Creció / Creció","242538.75956","0.00000","0.00000","-1.21557","-0.37251","0","-0.95342","-0.78020","-0.60236","","0","0","0.12582"
"911011","Watch movements, un/partly assembled","Pequenos mecanismos completos,sin montar o parcialmente montados (chab","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.56292","1514","Decreció / Decreció","1494300.97814","0.00000","0.00000","-1.33957","-0.94727","0","-1.07086","-0.91689","-0.68742","","0","0","0.12582"
